x,y,,g,id,date
-87.724367,41.926115,,30.1428125,67_AzPzxOY33joPMzmDPVg,2018-05
-87.724363,41.925940,,22.25125,AUyDvrNfKV0S1LLSeOz1EA,2018-05
-87.724362,41.925850,,27.4430208333,yswd5ZIpp1kNMtpClYgExw,2018-05
-87.724358,41.925672,,21.839375,CDWef8KIoZRzeSnZRMkATQ,2018-05
-87.724356,41.925583,,20.8123958333,fLbx2TqdPqK0ZDu8JWukpw,2018-05
-87.724352,41.925398,,21.7947916667,12BLTdFFAvGCZqq62iUypg,2018-05
-87.724350,41.925308,,19.1044791667,PquJ5pDKroWlhJCtjDbqGQ,2018-05
-87.724350,41.926351,,19.5758333333,SWsZD7VRYxGJB76IjiXk1Q,2018-05
-87.724348,41.925218,,19.0267708333,NqjHaHX28-DwXmNCRvfnUQ,2018-05
-87.724344,41.925038,,20.591875,Git9UarFXkf9Z6WZjxKobg,2018-05
-87.724338,41.924866,,14.9473958333,WzFRFbRNey3AO84_hiGOJw,2018-05
-87.724334,41.924786,,16.0675,PKlVesCoPe1b-hkQVfksbg,2018-05
-87.724327,41.924615,,12.8267708333,-n_Rm7PFbPb0YoqD1seUUw,2018-05
-87.724318,41.924356,,8.9746875,oisyLyN05BqaybWtYAiV0w,2018-05
-87.724314,41.924257,,20.3304166667,2TUBoA5SMwuykXF8sA1u0A,2018-05
-87.724307,41.924078,,12.6046875,zzbMhEHoqGj6ZRiU9DcSfQ,2018-05
-87.724303,41.923957,,16.1133333333,cXj7P4US5A9Avn581TgR_g,2018-05
-87.724299,41.923868,,16.3460416667,hPIwBX4tF8rcA1M2mNm26w,2018-05
-87.724293,41.923688,,15.6535416667,SSn7D9LzatMELzsmIVYrvA,2018-05
-87.724290,41.923598,,18.4963541667,IkK7zSl44DJFXwsCgSwnFQ,2018-05
-87.724283,41.923418,,17.324375,yDuIoRKQn3TSpfBg_lkgtQ,2018-05
-87.724280,41.923328,,22.5279166667,NadRAYq7h6RhlYQhifGARg,2018-05
-87.724274,41.923148,,23.9639583333,yhPScqp_kMFVTu_Td3JRhA,2018-05
-87.724270,41.923058,,23.1476041667,b0J1qjgu6g0sfHBT7DCsBQ,2018-05
-87.724264,41.922879,,32.4660416667,-RSL_i0b6x3DYZNjTulR7w,2018-05
-87.724262,41.920865,,28.8653125,HlKahLiBeJV7IlvyyJxokQ,2018-07
-87.724261,41.922798,,28.2551041667,jQGGkHHDAfLJXqACjnm0dw,2018-05
-87.724257,41.922690,,22.3251041667,692_wPg_CUT3j22cUaca8Q,2018-05
-87.724256,41.922645,,26.0882291667,0poWHq5ooYDZ_Q6VXtV7Dg,2018-05
-87.724253,41.922465,,22.6863541667,CX6DbekkNchcRerFOrQGyQ,2018-05
-87.724252,41.922375,,20.4405208333,U5fo2DsuHhMiy3YZjXnJ-w,2018-05
-87.724251,41.922285,,21.266875,_JX502K1KaC_ns5bOpzsxA,2018-05
-87.724246,41.922091,,21.1583333333,xXqYnMgrsSERNMQtCR3Lww,2018-07
-87.724245,41.928184,,11.7159375,htW_L2wpneH48wACEQW6Hg,2018-05
-87.724242,41.921983,,29.4264583333,cqGp20QOejZbFICCajkiWw,2018-07
-87.724239,41.921883,,25.8807291667,TrCeOs0Vd7FykoYVoYE3fw,2018-07
-87.724232,41.921697,,18.2546875,01c9LCumrAQZPWym1MdpOQ,2018-07
-87.724229,41.921607,,15.2736458333,Iu8hsEwhr4IrBayj4Ua22g,2018-07
-87.724222,41.921426,,11.5729166667,KR4Y_o3kX-GdLDAjX5JZSg,2018-07
-87.724219,41.921336,,23.0295833333,HpXG4ZfQchua2NAwX4fSLw,2018-07
-87.724212,41.921156,,19.0259375,nngifnNzrWDLEo4eX7q3KA,2018-07
-87.724209,41.921066,,22.6970833333,7EMeV5dsl4m99Mx5y6TiCQ,2018-07
-87.724203,41.919034,,35.4902083333,8hMaZFUT7KLmLsOnrOO6rg,2018-07
-87.724203,41.920896,,26.4532291667,5iIvBYqbKFMyja_kMnACAg,2018-07
-87.724202,41.917083,,37.2290625,BgHHOW3Jy2NzzghDY7jicA,2018-07
-87.724198,41.920767,,11.4229166667,jftNwV9inMWCGPFfDAUeeA,2018-05
-87.724195,41.920678,,9.51833333333,RvLGuHTJj-0Qkl6Ml6Se0A,2018-05
-87.724187,41.920498,,18.0913541667,K_YKVDFHnso8JhMe9VXy3A,2018-05
-87.724186,41.930030,,10.1976041667,e_A8urIDGkCwsDOX2pTrpQ,2018-05
-87.724183,41.920399,,17.9442708333,u0UTRBemkO0DqnLhvIk6SQ,2018-05
-87.724176,41.920219,,16.15625,DPo546H4eXQlpRBGAkJ-Cg,2018-05
-87.724173,41.920129,,17.1217708333,E9F3CEjJJKh2jNnbfmAffw,2018-05
