Location,Created Date,X Coordinate,Y Coordinate
3443 S SHIELDS AVE ,06-04-2009,1174511,1882405
3445 S SHIELDS AVE ,06-04-2009,1174511,1882405
3451 S SHIELDS AVE ,06-04-2009,1174529,1881742
3451 S SHIELDS AVE ,06-04-2009,1174529,1881742
233 W 31ST ST ,06-04-2009,1175123,1884416
247 W 31ST ST ,06-04-2009,1175123,1884416
255 W 31ST ST ,06-04-2009,1175123,1884416
243 W 31ST ST ,06-04-2009,1175123,1884416
3160 S STATE ST ,06-04-2009,1176802,1883785
3200 S STATE ST ,06-04-2009,1176802,1883785
3222 S STATE ST ,06-04-2009,1176802,1883785
3224 S STATE ST ,06-04-2009,1176802,1883785
3224 S STATE ST ,06-04-2009,1176802,1883785
3225 S STATE ST ,06-04-2009,1176802,1883785
3228 S STATE ST ,06-04-2009,1176802,1883785
3234 S STATE ST ,06-04-2009,1176802,1883785
3236 S STATE ST ,06-04-2009,1176802,1883785
3302 S STATE ST ,06-04-2009,1176873,1883135
3310 S STATE ST ,06-04-2009,1176873,1883135
3318 S STATE ST ,06-04-2009,1176873,1883135
3322 S STATE ST ,06-04-2009,1176873,1883135
3356 S STATE ST ,06-04-2009,1176895,1882470
3358 S STATE ST ,06-04-2009,1176895,1882470
3424 S STATE ST ,06-04-2009,1176895,1882470
3424 S STATE ST ,06-04-2009,1176895,1882470
3424 S STATE ST ,06-04-2009,1176895,1882470
3440 S STATE ST ,06-04-2009,1176893,1881905
3028 S WELLS ST ,06-04-2009,1175108,1884958
3142 S WELLS ST ,06-04-2009,1175123,1884416
3144 S WELLS ST ,06-04-2009,1175123,1884416
3152 S WELLS ST ,06-04-2009,1175141,1883734
3206 S WELLS ST ,06-04-2009,1175141,1883734
3207 S WELLS ST ,06-04-2009,1175141,1883734
3210 S WELLS ST ,06-04-2009,1175141,1883734
9400 S MAY ST ,06-04-2009,,
9414 S MAY ST ,06-04-2009,1170307,1842455
9416 S MAY ST ,06-04-2009,1170307,1842455
9418 S MAY ST ,06-04-2009,1170307,1842455
9422 S MAY ST ,06-04-2009,1170307,1842455
9424 S MAY ST ,06-04-2009,1170307,1842455
9428 S MAY ST ,06-04-2009,1170307,1842455
9434 S MAY ST ,06-04-2009,1170307,1842455
9400 S GENOA AVE ,06-04-2009,,
9435 S MAY ST ,06-04-2009,1170307,1842455
9435 S MAY ST ,06-04-2009,1170307,1842455
9427 S MAY ST ,06-04-2009,1170307,1842455
9427 S MAY ST ,06-04-2009,1170307,1842455
9436 S MAY ST ,06-04-2009,1170307,1842455
9423 S MAY ST ,06-04-2009,1170307,1842455
9421 S MAY ST ,06-04-2009,1170307,1842455
9317 S MAY ST ,06-04-2009,1170289,1843119
9100 S VINCENNES AVE ,06-04-2009,,
9130 S VINCENNES AVE ,06-04-2009,1171335,1844474
8900 S EGGLESTON AVE ,06-04-2009,,
8901 S EGGLESTON AVE ,06-04-2009,1174857,1845925
8901 S EGGLESTON AVE ,06-04-2009,1174857,1845925
8906 S EGGLESTON AVE ,06-04-2009,1174857,1845925
8908 S EGGLESTON AVE ,06-04-2009,1174857,1845925
8910 S EGGLESTON AVE ,06-04-2009,1174857,1845925
8500 S VINCENNES AVE ,06-04-2009,,
8916 S EGGLESTON AVE ,06-04-2009,1174857,1845925
8918 S EGGLESTON AVE ,06-04-2009,1174857,1845925
8920 S EGGLESTON AVE ,06-04-2009,1174857,1845925
8924 S EGGLESTON AVE ,06-04-2009,1174857,1845925
8928 S EGGLESTON AVE ,06-04-2009,1174857,1845925
8928 S EGGLESTON AVE ,06-04-2009,1174857,1845925
8954 S EGGLESTON AVE ,06-04-2009,1174868,1845294
8956 S EGGLESTON AVE ,06-04-2009,1174868,1845294
8956 S EGGLESTON AVE ,06-04-2009,1174868,1845294
8956 S EGGLESTON AVE ,06-04-2009,1174868,1845294
9056 S NORMAL AVE ,06-04-2009,1174553,1844956
9015 S NORMAL AVE ,06-04-2009,1174553,1844956
9009 S NORMAL AVE ,06-04-2009,1174543,1845279
9007 S NORMAL AVE ,06-04-2009,1174543,1845279
9003 S NORMAL AVE ,06-04-2009,1174543,1845279
1087 N PAULINA ST ,06-04-2009,1164852,1907663
1060 N PAULINA ST ,06-04-2009,1164865,1907214
1029 N PAULINA ST ,06-04-2009,1164865,1907214
900 N PAULINA ST ,06-04-2009,1164891,1906313
1726 W PEARSON ST ,06-04-2009,1164572,1905851
1625 W PEARSON ST ,06-04-2009,1165237,1905871
1635 W PEARSON ST ,06-04-2009,1165237,1905871
1642 W PEARSON ST ,06-04-2009,1165237,1905871
1641 W PEARSON ST ,06-04-2009,1165237,1905871
614 N NOBLE ST ,06-04-2009,1166951,1904127
616 N NOBLE ST ,06-04-2009,1166951,1904127
621 N NOBLE ST ,06-04-2009,1166942,1904465
621 N NOBLE ST ,06-04-2009,1166942,1904465
1433 W HURON ST ,06-04-2009,1166489,1904786
1436 W HURON ST ,06-04-2009,1166489,1904786
1472 W HURON ST ,06-04-2009,1166489,1904786
1481 W HURON ST ,06-04-2009,1166047,1904774
1512 W HURON ST ,06-04-2009,1166047,1904774
1516 W HURON ST ,06-04-2009,1166047,1904774
1526 W HURON ST ,06-04-2009,1166047,1904774
1528 W HURON ST ,06-04-2009,1166047,1904774
1530 W HURON ST ,06-04-2009,1166047,1904774
1530 W HURON ST ,06-04-2009,1166047,1904774
1531 W SUPERIOR ST ,06-04-2009,1166038,1905101
1523 W SUPERIOR ST ,06-04-2009,1166038,1905101
1503 W SUPERIOR ST ,06-04-2009,1166038,1905101
1501 W SUPERIOR ST ,06-04-2009,1166038,1905101
1501 W SUPERIOR ST ,06-04-2009,1166038,1905101
1501 W SUPERIOR ST ,06-04-2009,1166038,1905101
1409 W SUPERIOR ST ,06-04-2009,1166923,1905127
632 N RACINE AVE ,06-04-2009,1168272,1904505
405 N ARMOUR ST ,06-04-2009,1166104,1902797
604 N ARMOUR ST ,06-04-2009,1166067,1904107
521 N ARMOUR ST ,06-04-2009,1166081,1903578
522 N ARMOUR ST ,06-04-2009,1166081,1903578
528 N ARMOUR ST ,06-04-2009,1166081,1903578
1423 W CHICAGO AVE ,06-04-2009,1166594,1905452
448 N ELIZABETH ST ,06-04-2009,1167866,1903217
453 N ELIZABETH ST ,06-04-2009,1167866,1903217
522 N ELIZABETH ST ,06-04-2009,1167716,1903882
528 N ELIZABETH ST ,06-04-2009,1167716,1903882
1418 W OHIO ST ,06-04-2009,1166951,1904127
1408 W OHIO ST ,06-04-2009,1166951,1904127
1340 W OHIO ST ,06-04-2009,1167356,1904137
1317 W OHIO ST ,06-04-2009,1167709,1904145
1239 W OHIO ST ,06-04-2009,1168187,1904156
1212 W OHIO ST ,06-04-2009,,
1039 N WINCHESTER AVE ,06-04-2009,1163221,1906679
1043 N WINCHESTER AVE ,06-04-2009,1163221,1906679
1051 N WINCHESTER AVE ,06-04-2009,1163202,1907343
1047 N WINCHESTER AVE ,06-04-2009,1163221,1906679
1049 N WINCHESTER AVE ,06-04-2009,1163221,1906679
1051 N WINCHESTER AVE ,06-04-2009,1163202,1907343
1100 N WINCHESTER AVE ,06-04-2009,1163202,1907343
1100 N WINCHESTER AVE ,06-04-2009,1163202,1907343
1100 N WINCHESTER AVE ,06-04-2009,1163202,1907343
1100 N WINCHESTER AVE ,06-04-2009,1163202,1907343
1109 N WINCHESTER AVE ,06-04-2009,1163202,1907343
1124 N WINCHESTER AVE ,06-04-2009,1163202,1907343
1132 N WINCHESTER AVE ,06-04-2009,1163202,1907343
1138 N WINCHESTER AVE ,06-04-2009,1163202,1907343
1144 N WINCHESTER AVE ,06-04-2009,1163202,1907343
320 W 24TH PL ,06-04-2009,1174599,1888053
321 W 24TH PL ,06-04-2009,1174599,1888053
325 W 24TH ST ,06-04-2009,1174591,1888383
338 W 24TH ST ,06-04-2009,1174591,1888383
340 W 24TH PL ,06-04-2009,1174599,1888053
341 W 24TH PL ,06-04-2009,1174599,1888053
343 W 24TH PL ,06-04-2009,1174599,1888053
341 W 24TH PL ,06-04-2009,1174599,1888053
339 W 24TH PL ,06-04-2009,1174599,1888053
337 W 24TH PL ,06-04-2009,1174599,1888053
335 W 24TH PL ,06-04-2009,1174599,1888053
333 W 24TH PL ,06-04-2009,1174599,1888053
320 W 24TH PL ,06-04-2009,1174599,1888053
265 W 24TH PL ,06-04-2009,1174599,1888053
239 W 24TH PL ,06-04-2009,1175361,1888074
238 W 24TH PL ,06-04-2009,1175361,1888074
235 W 24TH PL ,06-04-2009,1175361,1888074
231 W 24TH PL ,06-04-2009,1175361,1888074
230 W 24TH PL ,06-04-2009,1175361,1888074
266 W ALEXANDER ST ,06-04-2009,1174570,1889219
264 W ALEXANDER ST ,06-04-2009,1174570,1889219
260 W ALEXANDER ST ,06-04-2009,1174570,1889219
258 W ALEXANDER ST ,06-04-2009,1174570,1889219
256 W ALEXANDER ST ,06-04-2009,1174570,1889219
254 W ALEXANDER ST ,06-04-2009,1174570,1889219
328 W 29TH ST ,06-04-2009,1174432,1885467
2833 S SHIELDS AVE ,06-04-2009,1174417,1885993
3200 S SHIELDS AVE ,06-04-2009,,
3200 S SHIELDS AVE ,06-04-2009,,
3201 S SHIELDS AVE ,06-04-2009,1174477,1883735
3201 S SHIELDS AVE ,06-04-2009,1174477,1883735
3201 S SHIELDS AVE ,06-04-2009,1174477,1883735
2300 S DR MARTIN LUTHER KING JR DR ,06-04-2009,,
2300 S DR MARTIN LUTHER KING JR DR ,06-04-2009,,
2300 S DR MARTIN LUTHER KING JR DR ,06-04-2009,,
2300 S DR MARTIN LUTHER KING JR DR ,06-04-2009,,
2300 S DR MARTIN LUTHER KING JR DR ,06-04-2009,,
2300 S DR MARTIN LUTHER KING JR DR ,06-04-2009,,
2300 S DR MARTIN LUTHER KING JR DR ,06-04-2009,,
2300 S DR MARTIN LUTHER KING JR DR ,06-04-2009,,
2300 S DR MARTIN LUTHER KING JR DR ,06-04-2009,,
2300 S DR MARTIN LUTHER KING JR DR ,06-04-2009,,
2600 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179246,1887184
2600 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179246,1887184
2600 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179246,1887184
2600 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179246,1887184
2699 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179361,1886688
2600 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179246,1887184
2600 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179246,1887184
2600 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179246,1887184
2624 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179246,1887184
2648 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179246,1887184
2652 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179260,1886688
2652 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179260,1886688
2700 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179260,1886688
2704 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179260,1886688
2730 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179260,1886688
2734 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179260,1886688
2736 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179260,1886688
2738 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179260,1886688
2800 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179270,1886311
2804 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179270,1886311
2808 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179270,1886311
2812 S DR MARTIN LUTHER KING JR DR ,06-04-2009,1179270,1886311
12200 S CARONDOLET AVE ,06-04-2009,,
12200 S CARONDOLET AVE ,06-04-2009,,
9156 S CARPENTER ST ,06-04-2009,1170934,1843802
9156 S CARPENTER ST ,06-04-2009,1170934,1843802
9156 S CARPENTER ST ,06-04-2009,1170934,1843802
9156 S CARPENTER ST ,06-04-2009,1170934,1843802
9157 S CARPENTER ST ,06-04-2009,1170934,1843802
9157 S CARPENTER ST ,06-04-2009,1170934,1843802
9157 S CARPENTER ST ,06-04-2009,1170934,1843802
9155 S CARPENTER ST ,06-04-2009,1170934,1843802
9112 S CARPENTER ST ,06-04-2009,1170915,1844468
1025 W 92ND ST ,06-04-2009,1170934,1843802
1029 W 92ND PL ,06-04-2009,1171066,1843472
1029 W 92ND PL ,06-04-2009,1171066,1843472
1029 W 92ND ST ,06-04-2009,1170934,1843802
1039 W 92ND ST ,06-04-2009,1170934,1843802
1049 W 92ND ST ,06-04-2009,1170934,1843802
1051 W 92ND ST ,06-04-2009,1170934,1843802
1059 W 92ND ST ,06-04-2009,1170934,1843802
9157 S ABERDEEN ST ,06-04-2009,1170603,1843794
9157 S ABERDEEN ST ,06-04-2009,1170603,1843794
9157 S ABERDEEN ST ,06-04-2009,1170603,1843794
9200 S ABERDEEN ST ,06-04-2009,,
8746 S PEORIA ST ,06-04-2009,1171822,1847152
8750 S PEORIA ST ,06-04-2009,1171822,1847152
8749 S SANGAMON ST ,06-04-2009,1171497,1847143
8941 S NORMAL AVE ,06-04-2009,1174525,1845920
8922 S NORMAL AVE ,06-04-2009,1174525,1845920
8922 S NORMAL AVE ,06-04-2009,1174525,1845920
8906 S NORMAL AVE ,06-04-2009,1174525,1845920
8900 S NORMAL AVE ,06-04-2009,,
8856 S NORMAL AVE ,06-04-2009,1174525,1845920
8850 S NORMAL AVE ,06-04-2009,1174507,1846561
632 N RACINE AVE ,06-05-2009,1168272,1904505
632 N RACINE AVE ,06-05-2009,1168272,1904505
468 N RACINE AVE ,06-05-2009,1168305,1903227
468 N RACINE AVE ,06-05-2009,1168305,1903227
1427 W OHIO ST ,06-05-2009,1166508,1904118
1409 W OHIO ST ,06-05-2009,1166951,1904127
1404 W OHIO ST ,06-05-2009,1166951,1904127
1400 W OHIO ST ,06-05-2009,,
2500 S MICHIGAN AVE ,06-05-2009,1177606,1887806
2500 S MICHIGAN AVE ,06-05-2009,1177606,1887806
2500 S MICHIGAN AVE ,06-05-2009,1177606,1887806
2500 S MICHIGAN AVE ,06-05-2009,1177606,1887806
2500 S MICHIGAN AVE ,06-05-2009,1177606,1887806
2500 S MICHIGAN AVE ,06-05-2009,1177606,1887806
2500 S MICHIGAN AVE ,06-05-2009,1177606,1887806
2500 S MICHIGAN AVE ,06-05-2009,1177606,1887806
2500 S MICHIGAN AVE ,06-05-2009,1177606,1887806
2500 S MICHIGAN AVE ,06-05-2009,1177606,1887806
2500 S MICHIGAN AVE ,06-05-2009,1177606,1887806
2500 S MICHIGAN AVE ,06-05-2009,1177606,1887806
2500 S MICHIGAN AVE ,06-05-2009,1177606,1887806
2500 S MICHIGAN AVE ,06-05-2009,1177606,1887806
2500 S MICHIGAN AVE ,06-05-2009,1177606,1887806
2500 S MICHIGAN AVE ,06-05-2009,1177606,1887806
10500 S MARTIN ST ,06-05-2009,,
2500 S DR MARTIN LUTHER KING JR DR ,06-05-2009,1179228,1887853
2500 S DR MARTIN LUTHER KING JR DR ,06-05-2009,1179228,1887853
2500 S DR MARTIN LUTHER KING JR DR ,06-05-2009,1179228,1887853
2500 S DR MARTIN LUTHER KING JR DR ,06-05-2009,1179228,1887853
2500 S DR MARTIN LUTHER KING JR DR ,06-05-2009,1179228,1887853
2500 S DR MARTIN LUTHER KING JR DR ,06-05-2009,1179228,1887853
2500 S DR MARTIN LUTHER KING JR DR ,06-05-2009,1179228,1887853
2500 S MICHIGAN AVE ,06-05-2009,1177606,1887806
2255 S WABASH AVE ,06-05-2009,1177108,1889122
2255 S WABASH AVE ,06-05-2009,1177108,1889122
2255 S WABASH AVE ,06-05-2009,1177108,1889122
2255 S WABASH AVE ,06-05-2009,1177108,1889122
43 E CERMAK RD ,06-05-2009,1177091,1889764
43 E CERMAK RD ,06-05-2009,1177091,1889764
43 E CERMAK RD ,06-05-2009,1177091,1889764
5 E CERMAK RD ,06-05-2009,1176658,1889767
5 E CERMAK RD ,06-05-2009,1176658,1889767
2537 S CALUMET AVE ,06-05-2009,1178914,1887423
2537 S CALUMET AVE ,06-05-2009,1178914,1887423
2537 S CLAREMONT AVE ,06-05-2009,1161035,1887359
2537 S CALUMET AVE ,06-05-2009,1178914,1887423
2537 S CALUMET AVE ,06-05-2009,1178914,1887423
2537 S CALUMET AVE ,06-05-2009,1178914,1887423
3220 S WELLS ST ,06-05-2009,1175141,1883734
3221 S WELLS ST ,06-05-2009,1175141,1883734
3224 S WELLS ST ,06-05-2009,1175141,1883734
3241 S WELLS ST ,06-05-2009,1175141,1883734
3242 S WELLS ST ,06-05-2009,1175141,1883734
3256 S WELLS ST ,06-05-2009,1175158,1883090
3303 S WELLS ST ,06-05-2009,1175158,1883090
3311 S WELLS ST ,06-05-2009,1175158,1883090
3315 S WELLS ST ,06-05-2009,1175158,1883090
3319 S WELLS ST ,06-05-2009,1175158,1883090
3351 S WELLS ST ,06-05-2009,1175174,1882418
3351 S WELLS ST ,06-05-2009,1175174,1882418
230 W 24TH PL ,06-05-2009,1175361,1888074
244 W 24TH PL ,06-05-2009,1175361,1888074
268 W 24TH PL ,06-05-2009,1174599,1888053
227 W 24TH PL ,06-05-2009,1175361,1888074
233 W 24TH PL ,06-05-2009,1175361,1888074
307 W 24TH PL ,06-05-2009,1174599,1888053
318 W 24TH PL ,06-05-2009,1174599,1888053
9130 S VINCENNES AVE ,06-05-2009,1171335,1844474
9130 S VINCENNES AVE ,06-05-2009,1171335,1844474
9140 S VINCENNES AVE ,06-05-2009,1171335,1844474
9140 S VINCENNES AVE ,06-05-2009,1171335,1844474
9140 S VINCENNES AVE ,06-05-2009,1171335,1844474
1039 W 93RD ST ,06-05-2009,1170975,1843132
1059 W 93RD ST ,06-05-2009,1170975,1843132
1101 W 93RD ST ,06-05-2009,1170622,1843128
1041 W 92ND PL ,06-05-2009,1171066,1843472
9112 S CARPENTER ST ,06-05-2009,1170917,1844387
9101 S MAY ST ,06-05-2009,1170253,1844451
9118 S MAY ST ,06-05-2009,1170253,1844451
9122 S MAY ST ,06-05-2009,1170253,1844451
9144 S MAY ST ,06-05-2009,1170253,1844451
9133 S MAY ST ,06-05-2009,1170253,1844451
9125 S MAY ST ,06-05-2009,1170253,1844451
9123 S MAY ST ,06-05-2009,1170253,1844451
9119 S MAY ST ,06-05-2009,1170253,1844451
8114 S PEORIA ST ,06-05-2009,1171716,1851132
8956 S MORGAN ST ,06-05-2009,1171225,1845140
8714 S PEORIA ST ,06-05-2009,1171822,1847152
8718 S PEORIA ST ,06-05-2009,1171822,1847152
8722 S PEORIA ST ,06-05-2009,1171822,1847152
8726 S PEORIA ST ,06-05-2009,1171822,1847152
8728 S PEORIA ST ,06-05-2009,1171822,1847152
8732 S PEORIA ST ,06-05-2009,1171822,1847152
8849 S RACINE AVE ,06-05-2009,1169881,1845811
8841 S RACINE AVE ,06-05-2009,1169863,1846434
751 N ELIZABETH ST ,06-08-2009,1167712,1905484
747 N ELIZABETH ST ,06-08-2009,1167730,1904821
1444 W ERIE ST ,06-08-2009,,
1451 W ERIE ST ,06-08-2009,1166499,1904453
1805 W RICE ST ,06-08-2009,1164243,1905716
1836 W RICE ST ,06-08-2009,1164243,1905716
1836 W RICE ST ,06-08-2009,1164243,1905716
1840 W RICE ST ,06-08-2009,1164243,1905716
1803 W THOMAS ST ,06-08-2009,1164195,1907372
1812 W THOMAS ST ,06-08-2009,1164195,1907372
1839 W THOMAS ST ,06-08-2009,1163866,1907363
1845 W THOMAS ST ,06-08-2009,1163866,1907363
1835 W THOMAS ST ,06-08-2009,1163866,1907363
1001 N WINCHESTER AVE ,06-08-2009,1163221,1906679
1003 N WINCHESTER AVE ,06-08-2009,1163221,1906679
1007 N WINCHESTER AVE ,06-08-2009,1163221,1906679
1011 N WINCHESTER AVE ,06-08-2009,1163221,1906679
1018 N WINCHESTER AVE ,06-08-2009,1163221,1906679
1100 N WOLCOTT AVE ,06-08-2009,1163533,1907351
1100 N WOLCOTT AVE ,06-08-2009,1163533,1907351
1100 N WOLCOTT AVE ,06-08-2009,1163533,1907351
1058 N WOLCOTT AVE ,06-08-2009,1163533,1907351
1058 N WOLCOTT AVE ,06-08-2009,1163533,1907351
1058 N WOLCOTT AVE ,06-08-2009,1163533,1907351
1043 N WOLCOTT AVE ,06-08-2009,1163553,1906689
1041 N WOLCOTT AVE ,06-08-2009,1163553,1906689
1037 N WOLCOTT AVE ,06-08-2009,1163553,1906689
1008 N WOLCOTT AVE ,06-08-2009,1163553,1906689
1006 N WOLCOTT AVE ,06-08-2009,1163553,1906689
1005 N WOLCOTT AVE ,06-08-2009,1163553,1906689
925 N WOLCOTT AVE ,06-08-2009,1163571,1906025
910 N WOLCOTT AVE ,06-08-2009,1163571,1906025
908 N WOLCOTT AVE ,06-08-2009,1163571,1906025
836 N WOLCOTT AVE ,06-08-2009,1163581,1905694
801 N WOLCOTT AVE ,06-08-2009,1163591,1905363
801 N WOLCOTT AVE ,06-08-2009,1163591,1905363
801 N WOLCOTT AVE ,06-08-2009,1163591,1905363
813 N WOOD ST ,06-08-2009,1164255,1905383
3008 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
3016 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
3020 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
3024 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
3026 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
3030 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
3038 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
3038 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
2900 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179283,1885852
3012 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
3012 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
3012 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
3012 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
3007 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
3017 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
3017 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
3019 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
3019 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
3019 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
3019 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
2908 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179384,1885855
2910 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179384,1885855
2910 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179384,1885855
2912 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179384,1885855
2914 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179384,1885855
2916 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179384,1885855
2916 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179384,1885855
2918 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179384,1885855
2922 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179384,1885855
2924 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179384,1885855
2926 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179384,1885855
2926 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179384,1885855
2934 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179384,1885855
2938 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179384,1885855
2942 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179384,1885855
2946 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179384,1885855
2954 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179403,1885200
2958 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179403,1885200
3006 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
3021 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
3021 S DR MARTIN LUTHER KING JR DR ,06-08-2009,1179301,1885202
5 W 23RD ST ,06-08-2009,1176676,1889110
5 W 23RD ST ,06-08-2009,1176676,1889110
5 W 23RD ST ,06-08-2009,1176676,1889110
4 W 23RD ST ,06-08-2009,1176676,1889110
4 W 23RD ST ,06-08-2009,1176676,1889110
4 W 23RD ST ,06-08-2009,1176676,1889110
19 W 23RD ST ,06-08-2009,1176354,1889105
19 W 23RD ST ,06-08-2009,1176354,1889105
19 W 23RD ST ,06-08-2009,1176354,1889105
20 W 23RD ST ,06-08-2009,1176354,1889105
20 W 23RD ST ,06-08-2009,1176354,1889105
2325 S FEDERAL ST ,06-08-2009,1176061,1889106
2325 S FEDERAL ST ,06-08-2009,1176061,1889106
2325 S FEDERAL ST ,06-08-2009,1176061,1889106
58 W 23RD ST ,06-08-2009,1176354,1889105
58 W 23RD ST ,06-08-2009,1176354,1889105
58 W 23RD ST ,06-08-2009,1176354,1889105
58 W 23RD ST ,06-08-2009,1176354,1889105
58 W 23RD ST ,06-08-2009,1176354,1889105
2257 S FEDERAL ST ,06-08-2009,1176061,1889106
2255 S FEDERAL ST ,06-08-2009,1176061,1889106
2253 S FEDERAL ST ,06-08-2009,1176061,1889106
2558 S STATE ST ,06-08-2009,1176733,1887541
2251 S FEDERAL ST ,06-08-2009,1176061,1889106
2249 S FEDERAL ST ,06-08-2009,1176045,1889684
2247 S FEDERAL ST ,06-08-2009,1176045,1889684
2245 S FEDERAL ST ,06-08-2009,1176045,1889684
2243 S FEDERAL ST ,06-08-2009,1176045,1889684
2241 S FEDERAL ST ,06-08-2009,1176045,1889684
2235 S FEDERAL ST ,06-08-2009,1176045,1889684
2233 S FEDERAL ST ,06-08-2009,1176045,1889684
1028 W 94TH ST ,06-08-2009,1171148,1842376
1038 W 94TH ST ,06-08-2009,1170940,1842371
1028 W 94TH ST ,06-08-2009,1171148,1842376
1028 W 94TH ST ,06-08-2009,1171148,1842376
9458 S GENOA AVE ,06-08-2009,1170990,1841806
944 W 95TH ST ,06-08-2009,1171656,1841823
944 W 95TH ST ,06-08-2009,1171656,1841823
916 W 95TH ST ,06-08-2009,1171987,1841830
916 W 95TH ST ,06-08-2009,1171987,1841830
912 W 95TH ST ,06-08-2009,1171987,1841830
9120 S ABERDEEN ST ,06-08-2009,1170585,1844459
9123 S ABERDEEN ST ,06-08-2009,1170585,1844459
9500 S CHARLES ST ,06-08-2009,,
9200 S ABERDEEN ST ,06-08-2009,,
9132 S ABERDEEN ST ,06-08-2009,1170585,1844459
9200 S ABERDEEN ST ,06-08-2009,,
9212 S ABERDEEN ST ,06-08-2009,1170603,1843794
9216 S ABERDEEN ST ,06-08-2009,1170612,1843462
